,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
0, W1KWF8DB9MR612417,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2021,"13,121", 23,35, Automatic, RWD,Gas,Silver,Gray,0,3, Personal use,"Clayton, ID","41,999"
1, 1C4RJFJM9EC395245,Jeep,"['Grand', 'Cherokee']",Summit 4WD,2014,"103,404", 17,24, Automatic, 4WD,Diesel,Gray,Black,0,4, Personal use,"Garfield, NJ","18,299"
2, JTEZU4BF5EK013919,Toyota,"['FJ', 'Cruiser']",RWD Automatic,2014,"80,830", 16,20, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Orlando, FL","32,495"
3, 1G1ZD5ST0LF122383,Chevrolet,['Malibu'],LT,2020,"45,480", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Roseville, CA","19,994"
4, 1FTFW1E56JFB74611,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2018,"129,900", 19,24, Automatic, 4WD,Gas,White,Unknown,0,2, Personal use,"Blackfoot, ID","27,831"
5, 5YFEPRAE2LP096935,Toyota,['Corolla'],LE CVT,2020,"21,467", 30,38, Automatic, FWD,Gas,White,Black,1,2, Personal use,"Boise, ID","19,300"
6, 1FTEW1E55JKC28614,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2018,"120,532", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Plano, TX","21,900"
7, 1N4BL4BV1LC195664,Nissan,['Altima'],2.5 S FWD,2020,"64,425", 28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Carrollton, GA","21,888"
8, 1GNSCBKC4FR140888,Chevrolet,['Tahoe'],LT RWD,2015,"80,000", 16,23, Automatic, RWD,Gas,Black,Brown,1,3, Personal use,"Lubbock, TX","23,310"
9, 1FTFW1E47KKC32001,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2019,"139,980", 19,24, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Abilene, TX","27,995"
10, 3GNAXHEV9JL101732,Chevrolet,['Equinox'],LS with 1LS FWD,2018,"214,543", 26,32, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Bradenton, FL","11,948"
11, 3FA6P0H76GR175389,Ford,['Fusion'],SE FWD,2016,"196,086", 22,34, Automatic, FWD,Gas,Silver,Black,1,2, Personal use,"Sugar Land, TX","6,900"
12, 1FT7W2B66FEC51482,Ford,"['Super', 'Duty', 'F-250']","Lariat Crew Cab 172"" 4WD",2015,"80,382",n/a,n/a, Automatic, 4WD,Gas,Silver,Unknown,0,2, Personal use,"Castroville, TX","35,734"
13, 3GNAXJEVXKS636390,Chevrolet,['Equinox'],LT with 2FL FWD,2019,"32,159", 26,32, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Las Vegas, NV","19,500"
14, 1G1ZD5ST2LF069153,Chevrolet,['Malibu'],LT,2020,"63,832", 29,36, Automatic, FWD,Gas,White,Gray,0,2, Personal use,"Santa Rosa, CA","18,000"
15, 1FTEW1EP6JKF29930,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2018,"146,378", 18,23, Automatic, 4WD,Gas,White,Gray,1,1, Fleet use,"Austin, TX","20,995"
16, 1G1ZD5ST3LF092893,Chevrolet,['Malibu'],LT,2020,"43,725", 29,36, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Fredericksburg, VA","19,000"
17, 3FA6P0H70GR283989,Ford,['Fusion'],SE FWD,2016,"107,974", 22,34, Automatic, FWD,Gas,Black,Unknown,0,2, Personal use,"Dade City, FL","11,551"
18, 1FTEW1E44KKD72566,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"145,609", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Albuquerque, NM","28,000"
19, 1FADP3FE4FL379745,Ford,['Focus'],SE Sedan,2015,"64,000", 26,36, Manual, FWD,Gas,White,Black,1,3, Fleet use,"Plano, TX","7,990"
20, 1G1ZD5ST8LF011564,Chevrolet,['Malibu'],LT,2020,"73,364", 29,36, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Sebring, FL","19,798"
21, 1FTEW1E87HKD75473,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"216,301", 17,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Colorado Springs, CO","16,990"
22, 1G1ZD5ST9LF029779,Chevrolet,['Malibu'],LT,2020,"56,106", 29,36, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Dallas, TX","20,697"
23, 1FTEW1E5XJFA09401,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"51,273", 18,23, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Pasadena, TX","30,683"
24, 1GCNCPEH1FZ418320,Chevrolet,"['Silverado', '1500']",WT Regular Cab Long Box 2WD,2015,"178,542", 18,24, Automatic, RWD,Gas,White,Gray,1,1, Personal use,"Sanford, FL","10,900"
25, 1C3CCCAB1FN680044,Chrysler,['200'],Limited FWD,2015,"119,941", 23,36, Automatic, FWD,Gas,Red,Black,0,4, Personal use,"Belton, TX","9,995"
26, 1N4BL4BV6LC215388,Nissan,['Altima'],2.5 S FWD,2020,"65,712", 28,39, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Carrollton, GA","21,888"
27, 1N4AL3AP8FN354763,Nissan,['Altima'],2.5 S,2015,"158,476", 27,38, Automatic, FWD,Gas,Gray,Gray,0,3, Personal use,"Live Oak, FL","7,995"
28, 1GCVKSEC1FZ317000,Chevrolet,"['Silverado', '1500']",LTZ Z71 Double Cab Standard Box 4WD,2015,"83,433", 16,22, Automatic, 4WD,Gas,Black,Unknown,0,1, Personal use,"Grand Rapids, MI","25,590"
29, 3FA6P0H74ER137155,Ford,['Fusion'],SE FWD,2014,"175,085", 22,34, Automatic, FWD,Gas,Gray,Black,0,6, Fleet use,"San Antonio, TX","7,000"
30, 1FTEW1EB2KKD52122,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"86,635", 18,23, Automatic, 4WD,Gas,Black,Black,0,1, Fleet use,"Fargo, ND","29,788"
31, 2GNAXJEV6J6112604,Chevrolet,['Equinox'],LT with 1LT FWD,2018,"104,250", 26,32, Automatic, FWD,Gas,Red,Black,2,1, Personal use,"Sterling Heights, MI","13,995"
32, 1FMCU0GD4JUA94853,Ford,['Escape'],SE FWD,2018,"92,114", 23,30, Automatic, FWD,Gas,Gray,Black,1,1, Personal use,"Greensboro, NC","13,298"
33, 2GNAXKEV9L6144147,Chevrolet,['Equinox'],LT with 1LT FWD,2020,"47,782", 26,32, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Safford, AZ","21,037"
34, 2GNAXKEV7L6235255,Chevrolet,['Equinox'],LT with 1LT FWD,2020,"15,230", 26,32, Automatic, FWD,Gas,Gray,Black,1,2, Personal use,"Boise, ID","22,400"
35, 1FTMF1E89GFC85695,Ford,['F-150'],XL Regular Cab 6.5' Box 4WD,2016,"225,002", 17,23, Automatic, 4WD,Gas,White,Gray,0,0, Personal use,"Grand Rapids, MI","11,590"
36, 3GNAXSEV0JS532611,Chevrolet,['Equinox'],LT with 1LT AWD,2018,"188,097", 24,30, Automatic, AWD,Gas,White,Black,1,2, Fleet use,"Albuquerque, NM","12,500"
37, 1FTEW1EP5JKD62086,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"121,374", 18,23, Automatic, 4WD,Gas,Gray,Unknown,0,2, Personal use,"Blackfoot, ID","26,657"
38, 2GNAXUEV3K6157311,Chevrolet,['Equinox'],LT with 1LT AWD,2019,"87,000", 25,30, Automatic, AWD,Gas,Silver,Gray,0,2, Personal use,"Fort Worth, TX","16,383"
39, JTMZFREV6JJ172236,Toyota,['RAV4'],LE FWD,2018,"62,099", 23,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Longview, TX","22,953"
40, 1FT7W2B69FEC14622,Ford,"['Super', 'Duty', 'F-250']","Lariat Crew Cab 172"" 4WD",2015,"139,118",n/a,n/a, Automatic, 4WD,Gas,White,Black,0,3, Personal use,"Abilene, TX","29,999"
41, 2GNAXVEXXK6272592,Chevrolet,['Equinox'],LT with 2LT AWD,2019,"81,981", 22,28, Automatic, AWD,Gas,White,Gray,1,1, Personal use,"Albuquerque, NM","18,950"
42, 3N1AB7AP2KY253819,Nissan,['Sentra'],SV CVT,2019,"42,808", 29,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Midwest City, OK","14,250"
43, 1N4BL4BV5LC249595,Nissan,['Altima'],2.5 S FWD,2020,"48,630", 28,39, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Avondale, AZ","21,989"
44, 1FTEW1EB4KFC09875,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"72,382", 18,23, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Jacksonville, FL","33,411"
45, 1G1ZD5ST3LF039711,Chevrolet,['Malibu'],LT,2020,"40,078", 29,36, Automatic, FWD,Gas,Black,Black,1,2, Personal use,"Ft. Worth, TX","21,998"
46, 3GNAXHEV6JL354359,Chevrolet,['Equinox'],LS with 1LS FWD,2018,"172,840", 26,32, Automatic, FWD,Gas,Blue,Gray,0,1, Personal use,"Jacksonville, FL","10,991"
47, 1N4AL3AP2FN902899,Nissan,['Altima'],2.5 S,2015,"68,000", 27,38, Automatic, FWD,Gas,Gray,Black,0,3, Fleet use,"Shamokin Dam, PA","12,982"
48, 1G1ZD5STXLF039091,Chevrolet,['Malibu'],LT,2020,"69,955", 29,36, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Columbus, GA","21,497"
49, 5YFS4RCE8LP019060,Toyota,['Corolla'],SE CVT,2020,"27,282", 31,40, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Davie, FL","19,997"
50, 1FT7W2BT4JEC98217,Ford,"['Super', 'Duty', 'F-250']",Lariat 4WD Crew Cab 6.75' Box,2018,"153,095",n/a,n/a, Automatic, 4WD,Diesel,Black,Black,0,1, Personal use,"Tomball, TX","44,990"
51, 1FTFW1ET8DKD90373,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2013,"222,742", 14,19, Automatic, 4WD,Gas,Red,Gray,0,1, Personal use,"Hudson, WI","9,895"
52, 2C4RDGBG4KR713636,Dodge,"['Grand', 'Caravan']",SE,2019,"174,098", 17,25, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Fuquay Varina, NC","11,499"
53, 5TFRX5GN3JX112978,Toyota,['Tacoma'],SR5 Access Cab 6.1' Bed I4 RWD Automatic,2018,"105,094", 20,23, Automatic, RWD,Gas,White,Gray,0,1, Personal use,"San Jose, CA","20,499"
54, 1C3CCCAB5FN737622,Chrysler,['200'],Limited FWD,2015,"103,185", 23,36, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Garland, TX","11,185"
55, 1N4BL4BV2LC251966,Nissan,['Altima'],2.5 S FWD,2020,"39,666", 28,39, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Avondale, AZ","22,939"
56, 55SWF4JB9GU104741,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2016,"49,610", 25,34, Automatic, RWD,Gas,White,Beige,1,2, Personal use,"Santa Rosa, CA","21,000"
57, 3GCPCRECXJG187600,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 2WD,2018,"102,945", 18,24, Automatic, RWD,Gas,White,Brown,1,1, Personal use,"Selma, TX","24,995"
58, 5NPD84LF2LH568355,Hyundai,['Elantra'],SEL 2.0L IVT,2020,"59,723", 30,40, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Conroe, TX","17,992"
59, 3KPFK4A71HE137569,Kia,['Forte'],LX Sedan Automatic,2017,"95,915", 29,38, Automatic, FWD,Gas,Red,Black,1,2, Fleet use,"Austin, TX","9,987"
60, 1N4AL3AP7GN364864,Nissan,['Altima'],2.5 S,2016,"129,620", 27,39, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Lubbock, TX","9,500"
61, 1FTEW1EB4MKD56742,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"10,438", 19,22, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"West Palm Beach, FL","40,599"
62, 1FM5K8DH7JGB13222,Ford,['Explorer'],XLT 4WD,2018,"103,142", 16,22, Automatic, 4WD,Gas,Black,Black,0,2, Fleet use,"Boardman, OH","20,990"
63, 1C3CCCAB2FN594807,Chrysler,['200'],Limited FWD,2015,"103,587", 23,36, Automatic, FWD,Gas,Black,Black,0,6, Personal use,"Roseville, CA","11,694"
64, WDDWF4KB4JR410284,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,2018,"33,131", 23,32, Automatic, AWD,Gas,Blue,Black,0,2, Personal use,"Mount Kisco, NY","23,349"
65, 1FTFW1EG8JFC04032,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2018,"129,618", 19,24, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Grand Rapids, MI","26,990"
66, 4T1B11HK6JU555249,Toyota,['Camry'],SE I4 Automatic,2018,"122,012", 28,39, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Newport Beach, CA","15,999"
67, 3GCUKSEC2EG349545,Chevrolet,"['Silverado', '1500']",LTZ with 2LZ Crew Cab Standard Box 4WD,2014,"173,759", 16,22, Automatic, 4WD,Gas,White,Brown,0,2, Personal use,"Lubbock, TX","20,893"
68, 1FTEW1CP0LKF15592,Ford,['F-150'],XL SuperCrew 5.5' Box 2WD,2020,"24,585", 19,25, Automatic, RWD,Gas,Black,Black,0,1, Personal use,"San Antonio, TX","34,250"
69, 1FADP3E28HL214260,Ford,['Focus'],S Sedan,2017,"96,080", 25,34, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Midlothian, TX","9,488"
70, 1C4RJFBG4HC770035,Jeep,"['Grand', 'Cherokee']",Limited 4WD,2017,"122,006", 18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Pottsville, PA","20,940"
71, 3FA6P0K96ER207488,Ford,['Fusion'],Titanium FWD,2014,"83,328", 22,33, Automatic, FWD,Gas,Black,Unknown,0,2, Personal use,"Pasadena, TX","11,666"
72, 5NPDH4AE6DH341164,Hyundai,['Elantra'],Limited Sedan Automatic,2013,"141,087", 28,38, Automatic, FWD,Gas,White,Beige,0,2, Personal use,"Houston, TX","7,765"
73, 1FTEW1EF1FFA31366,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2015,"177,723", 17,23, Automatic, 4WD,Gas,Red,Gray,1,2, Fleet use,"Bourbonnais, IL","17,880"
74, 1GYKNCRS4KZ217480,Cadillac,['XT5'],Luxury FWD,2019,"52,586", 19,26, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Sebring, FL","28,996"
75, 5XYPK4A58KG463883,Kia,['Sorento'],SX V6 FWD,2019,"68,281", 19,26, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Milton, FL","27,000"
76, 3GCUKRER1JG309688,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2018,"126,801", 17,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Beaverton, OR","23,955"
77, 1FTEW1EP2FFB29766,Ford,['F-150'],Lariat SuperCrew 5.5' Box 4WD,2015,"158,248", 18,23, Automatic, 4WD,Gas,White,Unknown,2,0, Personal use,"Tomball, TX","22,990"
78, 1N4AL3AP1FC482080,Nissan,['Altima'],2.5 S,2015,"96,952", 27,38, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Lubbock, TX","10,999"
79, 2C4RDGCG8KR671728,Dodge,"['Grand', 'Caravan']",SXT,2019,"55,218", 17,25, Automatic, FWD,Gas,Black,Black,1,2, Personal use,"Boise, ID","20,600"
80, 3FA6P0HD7GR389474,Ford,['Fusion'],SE FWD,2016,"42,876", 22,34, Automatic, FWD,Gas,Black,Unknown,0,2, Fleet use,"Salem, OR","14,999"
81, 1FT7W2B69LEC73326,Ford,"['Super', 'Duty', 'F-250']",XLT Crew Cab 6.75' Box 4WD,2020,"63,811",n/a,n/a, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Beaumont, TX","48,990"
82, 1FTEW1E8XGFB48012,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2016,"138,684", 17,23, Automatic, 4WD,Gas,Blue,Gray,0,1, Personal use,"Grand Rapids, MI","20,990"
83, 1FTEW1E58JKE38852,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"163,631", 18,23, Automatic, 4WD,Gas,Black,Black,1,1, Fleet use,"Smyrna, GA","22,999"
84, 1FMSK8DHXLGA35640,Ford,['Explorer'],XLT 4WD,2020,"13,080",n/a,n/a,n/a,n/a,n/a,Silver,Black,0,1, Personal use,"Greenwood, IN","36,200"
85, 19XFC1F33KE214743,Honda,['Civic'],EX Sedan CVT,2019,"191,041", 32,42, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Montclair, CA","15,497"
86, 1FTFW1E43KFA16574,Ford,['F-150'],Platinum SuperCrew 6.5' Box 4WD,2019,"133,269", 16,22, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Rio Linda, CA","32,999"
87, 1FTEX1E88GKE26572,Ford,['F-150'],XL SuperCab 6.5' Box 4WD,2016,"89,367", 17,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Lakewood, WA","21,999"
88, 3FA6P0H76HR280953,Ford,['Fusion'],SE FWD,2017,"152,000", 21,32, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Detroit, MI","9,500"
89, 1G1ZD5ST3LF074863,Chevrolet,['Malibu'],LT,2020,"63,518", 29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Santa Rosa, CA","18,500"
90, KL4CJASB4KB824986,Buick,['Encore'],Preferred FWD,2019,"78,836", 25,30, Automatic, FWD,Gas,Silver,Black,4,1, Personal use,"Sea Girt, NJ","14,995"
91, 1N4BL4BVXLC200120,Nissan,['Altima'],2.5 S FWD,2020,"63,505",n/a,n/a,n/a,n/a,n/a,Gray,Black,0,2, Personal use,"Conroe, TX","19,698"
92, 1FM5K7D83JGA97661,Ford,['Explorer'],XLT FWD,2018,"142,010", 17,24, Automatic, FWD,Gas,Blue,Unknown,0,1, Personal use,"Oklahoma City, OK","17,900"
93, 2C4RDGEG3KR679152,Dodge,"['Grand', 'Caravan']",GT,2019,"86,378", 17,25, Automatic, FWD,Gas,Gray,Black,1,2, Personal use,"Hot Springs, AR","20,177"
94, 1GYKNDRS8KZ102189,Cadillac,['XT5'],Luxury AWD,2019,"54,776",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Freeport, NY","26,995"
95, WDDHF5KB2EA908129,Mercedes-Benz,['E-Class'],E 350 Sport Sedan RWD,2014,"82,068", 21,30, Automatic, RWD,Gas,Gray,Black,0,2, Personal use,"Roseville, CA","16,994"
96, 3VWPL7AJXEM615016,Volkswagen,['Jetta'],SportWagen TDI DSG,2014,"147,110", 29,39, Automatic, FWD,Diesel,Black,Black,0,2, Fleet use,"Arlington, TX","7,999"
97, JTDEPMAE8MJ168133,Toyota,['Corolla'],LE CVT,2021,"4,586", 30,38, Automatic, FWD,Gas,Red,Gray,0,1, Personal use,"Leesburg, FL","21,488"
98, 1N4AL3AP2FC249289,Nissan,['Altima'],2.5 S,2015,"118,977", 27,38, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Roseville, CA","12,455"
99, 5NPDH4AE3DH316190,Hyundai,['Elantra'],GLS Sedan Automatic,2013,"111,311", 28,38, Automatic, FWD,Gas,Silver,Gray,1,3, Personal use,"Roseville, CA","8,998"
100, 5XYPGDA58KG481088,Kia,['Sorento'],LX V6 AWD,2019,"115,359", 19,24, Automatic, AWD,Gas,White,Beige,2,2, Fleet use,"Eatontown, NJ","15,099"
101, 1FMJU1HT4JEA17445,Ford,['Expedition'],XLT RWD,2018,"95,032", 17,24, Automatic, RWD,Gas,White,Gray,0,1, Personal use,"Mcgregor, TX","30,880"
102, 55SWF4JB7FU085539,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2015,"89,146", 25,34, Automatic, RWD,Gas,Silver,Gray,1,2, Personal use,"Merced, CA","17,899"
103, 1FM5K7D82HGD39883,Ford,['Explorer'],XLT FWD,2017,"56,221", 17,24, Automatic, FWD,Gas,Black,Black,1,2, Personal use,"Houston, TX","22,300"
104, 3C6RR7LT6JG168225,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2018,"160,775", 16,23, Automatic, 4WD,Gas,White,Gray,0,1, Fleet use,"Dallas, TX","19,990"
105, 1FMCU9G9XFUA32073,Ford,['Escape'],SE 4WD,2015,"197,019", 22,29, Automatic, 4WD,Gas,Black,Unknown,0,2, Personal use,"Rockford, IL","8,000"
106, 1FTFW1ET0DKF21974,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2013,"67,862", 14,19, Automatic, 4WD,Gas,White,Gray,0,0, Personal use,"Houston, TX","20,991"
107, 5NPD84LF3JH245610,Hyundai,['Elantra'],SEL 2.0L Sedan Automatic (SULEV),2018,"76,907", 28,37, Automatic, FWD,Gas,White,Black,1,2, Personal use,"Richmond, VA","13,898"
108, 1FTEW1E51JFE29029,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2018,"96,959", 18,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Grand Rapids, MI","28,590"
109, 4T1B11HK8JU038440,Toyota,['Camry'],XLE I4 Automatic,2018,"35,816", 28,39, Automatic, FWD,Gas,White,Beige,0,2, Personal use,"Staunton, VA","19,500"
110, 1FT8W3B61HEB38309,Ford,"['Super', 'Duty', 'F-350']",Lariat Crew Cab 6.75' Bed 4WD SRW,2017,"111,424",n/a,n/a, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Killeen, TX","44,595"
111, 1G1ZD5ST7LF041851,Chevrolet,['Malibu'],LT,2020,"59,224", 29,36, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Sarasota, FL","18,991"
112, 3N1AB7AP1KY395367,Nissan,['Sentra'],S CVT,2019,"81,453", 27,35, Automatic, FWD,Gas,Gray,Black,1,2, Fleet use,"West Chester, OH","11,995"
113, 1G1ZD5ST2LF071274,Chevrolet,['Malibu'],LT,2020,"61,668", 29,36, Automatic, FWD,Gas,White,Black,0,1, Fleet use,"Henderson, NV","21,889"
114, 1N4AL3AP9FN344307,Nissan,['Altima'],2.5 S,2015,"153,731", 27,38, Automatic, FWD,Gas,White,Beige,0,1, Personal use,"Wichita, KS","9,000"
115, 1C3CCCAB8FN596982,Chrysler,['200'],Limited FWD,2015,"105,996", 23,36, Automatic, FWD,Gas,White,Black,0,3, Fleet use,"Downey, CA","9,777"
116, 2GNAXHEV9K6262586,Chevrolet,['Equinox'],LS with 1LS FWD,2019,"25,704", 26,32, Automatic, FWD,Gas,Silver,Gray,1,1, Personal use,"Las Vegas, NV","20,600"
117, 1FTEX1CB9KKC55502,Ford,['F-150'],XL SuperCab 6.5' Box 2WD,2019,"125,255", 19,25, Automatic, RWD,Gas,White,Unknown,0,1, Personal use,"Bloomington, IN","20,995"
118, 2C4RDGCG6KR744319,Dodge,"['Grand', 'Caravan']",SXT,2019,"80,024", 17,25, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Starke, FL","19,990"
119, 1FTFW1CF7DKE82958,Ford,['F-150'],XL SuperCrew 5.5' Box 2WD,2013,"264,354", 17,23, Automatic, RWD,Gas,White,Unknown,1,2, Fleet use,"San Jose, CA","9,999"
120, 1FTEW1EB4KFC33173,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"21,411", 18,23, Automatic, 4WD,Gas,Black,Unknown,0,1, Fleet use,"Jackson, TN","38,649"
121, JN8AT2MT4KW254472,Nissan,['Rogue'],SV FWD,2019,"80,661", 26,33, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Ft. Myers, FL","21,999"
122, 1FMCU0GD9JUC40843,Ford,['Escape'],SE FWD,2018,"125,753", 23,30, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Richmond, VA","13,598"
123, 1FMCU0HD6JUD22060,Ford,['Escape'],SEL FWD,2018,"121,590", 23,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Rio Linda, CA","13,999"
124, 5YFEPRAE2LP066480,Toyota,['Corolla'],LE CVT,2020,"49,578",n/a,n/a,n/a,n/a,n/a,Silver,Black,0,1, Fleet use,"Vallejo, CA","22,488"
125, 3N1AB7AP5KY246850,Nissan,['Sentra'],SV CVT,2019,"123,831", 29,37, Automatic, FWD,Gas,Blue,Black,1,1, Personal use,"Greensboro, NC","12,999"
126, 2C4RDGCG7KR765793,Dodge,"['Grand', 'Caravan']",SXT,2019,"62,270", 17,25, Automatic, FWD,Gas,White,Black,0,1, Personal use,"St. Petersburg, FL","19,695"
127, 1FTVW1EF5EKF48790,Ford,['F-150'],XLT HD Payload Package SuperCrew 6.5' Box 4WD,2014,"150,411", 14,19, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Michigan Center, MI","11,980"
128, 1C3CCCAB7FN679769,Chrysler,['200'],Limited FWD,2015,"110,355", 23,36, Automatic, FWD,Gas,Red,Beige,1,2, Fleet use,"Abilene, TX","11,801"
129, 1C6RR6FG0KS712561,Ram,"['1500', 'Classic']","Tradesman Quad Cab 6'4"" Box 2WD",2019,"11,958", 17,25, Automatic, RWD,Gas,Gray,Black,1,1, Personal use,"Houston, TX","23,900"
130, 4T1B11HK7KU774965,Toyota,['Camry'],LE Automatic,2019,"138,000", 28,39, Automatic, FWD,Gas,White,Unknown,0,2, Personal use,"Arlington, TX","17,500"
131, 1FTEW1EP0MFB74251,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"9,448", 19,22, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Bloomington, IL","43,995"
132, 1N4AL3AP0FC186158,Nissan,['Altima'],2.5 S,2015,"136,691", 27,38, Automatic, FWD,Gas,Silver,Black,0,3, Personal use,"Fresno, CA","9,995"
133, 2HGFB2F51FH543169,Honda,['Civic'],LX Sedan CVT,2015,"128,791", 30,39, Automatic, FWD,Gas,Black,Black,2,2, Personal use,"Escondido, CA","10,995"
134, 1G1ZD5ST2LF007302,Chevrolet,['Malibu'],LT,2020,"74,005", 29,36, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Bryan, TX","22,088"
135, 2T1BURHE6KC148714,Toyota,['Corolla'],SE CVT,2019,"36,845", 28,35, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Midway City, CA","16,995"
136, 2GNAXKEV6K6216274,Chevrolet,['Equinox'],LT with 1LT FWD,2019,"121,468", 26,32, Automatic, FWD,Gas,White,Gray,0,2, Fleet use,"Lewisville, TX","15,977"
137, 1G1ZD5ST8LF119117,Chevrolet,['Malibu'],LT,2020,"61,014",n/a,n/a,n/a,n/a,n/a,Red,Black,0,1, Personal use,"Sumter, SC","22,998"
138, 1FTEW1E51LFA95605,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"14,802", 18,23, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"ORLANDO, FL","35,950"
139, 1GNEVJKW9KJ253532,Chevrolet,['Traverse'],High Country with 2LZ AWD,2019,"119,034", 17,25, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Abilene, TX","28,900"
140, 1FTEW1E83HFC21187,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"46,804", 17,23, Automatic, 4WD,Gas,White,Gray,0,3, Personal use,"Chesapeake, VA","32,931"
