,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
7304, 3GYFK62877G246781,Cadillac,"['Escalade', 'EXT']",AWD,2007,"146,540", 13,19, Automatic, AWD,Gas,Black,Black,0,3, Personal use,"Lynwood, WA","13,999"
7305, 1FTEW1EP3MKE09393,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2021,"6,668",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"Salina, KS","50,995"
7306, 1FT7W2BT8JEB79859,Ford,"['Super', 'Duty', 'F-250']",Platinum 4WD Crew Cab 6.75' Box,2018,"27,415",n/a,n/a, Automatic, 4WD,Diesel,White,Brown,0,1, Personal use,"Dallas, TX","71,337"
7307, 19XFB2F57FE276940,Honda,['Civic'],LX Sedan CVT,2015,"43,925", 30,39, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Roseville, CA","19,499"
7308, WBA8E5C54JA507744,BMW,"['3', 'Series']",328d Sedan RWD,2018,"26,007",n/a,n/a,n/a,n/a,n/a,Black,Black,0,1, Personal use,"San Francisco, CA","28,996"
7309, 1C6RREFT4KN635053,Ram,['1500'],"Big Horn/Lone Star Crew Cab 5'7"" Box 2WD",2019,"118,959", 20,25, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Georgetown, TX","27,301"
7310, 1C4HJXENXLW213956,Jeep,['Wrangler'],Unlimited Sahara,2020,"51,183", 17,23, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Littleton, CO","38,998"
7311, 1FTEW1EGXGKD01759,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2016,"82,246", 17,23, Automatic, 4WD,Gas,White,Gray,0,2, Personal use,"Carson City, NV","29,642"
7312, 1FTFW1ET5EKG52464,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2014,"78,133", 14,19, Automatic, 4WD,Gas,Green,Gray,1,1, Personal use,"Round Rock, TX","21,999"
7313, JTDBU4EE6B9127469,Toyota,['Corolla'],LE Automatic,2011,"124,455", 26,34, Automatic, FWD,Gas,Silver,Unknown,0,3, Fleet use,"Duluth, GA","9,985"
7314, 1C6RRFFG6KN917266,Ram,['1500'],"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",2019,"21,529", 19,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Sterling Heights, MI","35,995"
7315, 1FTFW1EF0DKD32932,Ford,['F-150'],FX4 SuperCrew 5.5' Box 4WD,2013,"125,500", 14,19, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Spokane, WA","20,995"
7316, WBA5R7C50KAJ82840,BMW,"['3', 'Series']",330i xDrive Sedan,2019,"35,083", 25,34, Automatic, AWD,Gas,Black,Brown,0,1, Personal use,"Durham, NC","35,984"
7317, 4T1BF3EK9BU628648,Toyota,['Camry'],LE I4 Automatic,2011,"146,018", 22,32, Automatic, FWD,Gas,Silver,Gray,0,1, Personal use,"Jacksonville, FL","8,881"
7318, 1FTFW1RG2KFC56011,Ford,['F-150'],Raptor SuperCrew 5.5' Box 4WD,2019,"40,621", 15,18, Automatic, 4WD,Gas,White,Black,0,4, Personal use,"Weatherford, TX","65,986"
7319, 2T2ZZMCA0HC074654,Lexus,['RX'],RX 350 FWD,2017,"63,649", 20,27, Automatic, FWD,Gas,Gray,Gray,1,2, Personal use,"Santa Rosa, CA","29,500"
7320, 1C6RREFG4NN177795,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 2WD",2022,"2,119", 20,25, Automatic, RWD,Gas,Silver,Black,0,1, Personal use,"Hollywood, FL","41,835"
7321, JN1EV7AR4KM559353,INFINITI,['Q50'],3.0t LUXE AWD,2019,"23,585",n/a,n/a,n/a,n/a,n/a,White,Gray,0,1, Personal use,"Bridgewater, NJ","33,690"
7322, 2GNAXSEV1J6322047,Chevrolet,['Equinox'],LT with 1LT AWD,2018,"46,536",n/a,n/a,n/a,n/a,n/a,Black,Gray,0,3, Personal use,"Front Royal, VA","22,300"
7323, JTMZFREV0JJ167503,Toyota,['RAV4'],LE FWD,2018,"92,796", 23,30, Automatic, FWD,Gas,White,Unknown,1,2, Personal use,"Doral, FL","19,988"
7324, WBXPC9C41AWJ32193,BMW,['X3'],xDrive30i AWD,2010,"109,142", 17,24, Automatic, AWD,Gas,Black,Black,1,5, Personal use,"Lynwood, WA","10,999"
7325, 5N1DL0MNXKC513431,INFINITI,['QX60'],LUXE FWD,2019,"21,775",n/a,n/a,n/a,n/a,n/a,Blue,Beige,0,1, Personal use,"Sarasota, FL","37,000"
7326, 5TFUY5F14FX452587,Toyota,['Tundra'],SR5 Double Cab 6.5' Bed 5.7L V8 4WD,2015,"71,487", 13,17, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Roanoke, VA","29,500"
7327, 1C6SRFFTXKN789564,Ram,['1500'],"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",2019,"46,200", 19,24, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Gatesville, TX","38,538"
7328, 1G1ZD5ST9LF108210,Chevrolet,['Malibu'],LT,2020,"48,424", 29,36, Automatic, FWD,Gas,Silver,Black,1,1, Personal use,"Kennesaw, GA","20,977"
7329, 1G1ZD5ST5LF106941,Chevrolet,['Malibu'],LT,2020,"42,220",n/a,n/a,n/a,n/a,n/a,Gray,Black,0,1, Fleet use,"Fredericksburg, VA","23,950"
7330, 1C6JJTBGXLL113655,Jeep,['Gladiator'],Rubicon,2020,"49,467", 16,23, Automatic, 4WD,Gas,White,Black,1,1, Personal use,"Colorado Springs, CO","49,998"
7331, 1C6SRFKT5KN832214,Ram,['1500'],"Longhorn Crew Cab 5'7"" Box 4WD",2019,"13,765", 19,24, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Houston, TX","53,991"
7332, 1FTEW1EG1FFB06964,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2015,"118,945", 15,21, Automatic, 4WD,Gas,Gray,Black,1,2, Personal use,"Devils Lake, ND","30,000"
7333, 1FTEW1CGXGFB99939,Ford,['F-150'],XLT SuperCrew 5.5' Box RWD,2016,"79,652", 18,25, Automatic, RWD,Gas,White,Gray,1,3, Fleet use,"Savannah, GA","28,500"
7334, 1C4HJXDG3JW180198,Jeep,['Wrangler'],Unlimited Sport S (JL),2018,"81,993", 17,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Mansfield, MA","31,914"
7335, 2HGFC2F54HH565599,Honda,['Civic'],LX Sedan CVT,2017,"64,511", 31,40, Automatic, FWD,Gas,White,Beige,1,2, Fleet use,"Stafford, VA","16,414"
7336, 1GNEVHKW2KJ172980,Chevrolet,['Traverse'],LT Leather with 3LT AWD,2019,"49,277", 17,25, Automatic, AWD,Gas,Brown,Black,0,1, Personal use,"Plains, PA","32,999"
7337, 1C4HJXEN5LW161412,Jeep,['Wrangler'],Unlimited Sahara,2020,"52,587", 17,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Midland, TX","38,639"
7338, JN8AT2MT5LW039670,Nissan,['Rogue'],SV FWD,2020,"44,227", 26,33, Automatic, FWD,Gas,Silver,Black,1,1, Personal use,"Lake City, FL","22,654"
7339, 1C6RREBT8LN277656,Ram,['1500'],"Big Horn Quad Cab 6'4"" Box 2WD",2020,"63,418", 20,25, Automatic, RWD,Gas,Red,Black,0,1, Personal use,"Abilene, TX","32,993"
7340, JM3KFABM4K0625654,Mazda,['CX-5'],Sport FWD,2019,"31,797", 25,31, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Daytona Beach, FL","23,495"
7341, 1FTEW1C53LFA23095,Ford,['F-150'],Lariat SuperCrew 5.5' Box 2WD,2020,"59,260", 20,26, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Homosassa, FL","39,989"
7342, 1G1ZD5ST6LF100100,Chevrolet,['Malibu'],LT,2020,"47,885", 29,36, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Kansas City, MO","22,500"
7343, 3GCUKREC7JG307570,Chevrolet,"['Silverado', '1500']",LT Z71 Crew Cab Short Box 4WD,2018,"21,455", 17,22, Automatic, 4WD,Gas,Blue,Gray,1,1, Personal use,"Franklin, NC","39,991"
7344, 3N1AB7AP6KL623487,Nissan,['Sentra'],SV CVT,2019,"94,529", 29,37, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Phoenix, AZ","14,000"
7345, 5YFBURHE8KP868645,Toyota,['Corolla'],SE CVT,2019,"28,684", 28,35, Automatic, FWD,Gas,White,Unknown,0,2, Fleet use,"Fort Worth, TX","20,990"
7346, 3FA6P0G74HR393527,Ford,['Fusion'],S FWD,2017,"142,402", 21,32, Automatic, FWD,Gas,Black,Gray,0,2, Personal use,"Gaithersburg, MD","13,995"
7347, 1N4AL3AP6FN396557,Nissan,['Altima'],2.5 S,2015,"51,812", 27,38, Automatic, FWD,Gas,Black,Black,2,2, Personal use,"Plano, TX","15,899"
7348, KL4CJASB0KB758890,Buick,['Encore'],Preferred FWD,2019,"23,176", 25,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Cincinnati, OH","21,605"
7349, 2GNALBEK4F6264184,Chevrolet,['Equinox'],LT with 1LT FWD,2015,"115,629", 22,32, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Eugene, OR","12,990"
7350, 5N1AT2MV2KC844230,Nissan,['Rogue'],S AWD,2019,"66,521", 25,32, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Kingston, NY","22,930"
7351, WD3PF0CD8KP034204,Mercedes-Benz,"['Sprinter', 'Cargo', 'Van']","3500 High Roof 144"" RWD",2019,"13,846",n/a,n/a,n/a,n/a,n/a,White,Black,0,1, Personal use,"Escondido, CA","52,685"
7352, 5TDDZRFH1JS824015,Toyota,['Highlander'],Limited V6 AWD,2018,"174,600", 20,26, Automatic, AWD,Gas,Black,Beige,0,1, Personal use,"Harrisburg, PA","24,000"
7353, 5FNYF6H52KB072438,Honda,['Pilot'],EX-L AWD,2019,"54,302", 18,26, Automatic, AWD,Gas,Green,Unknown,0,1, Personal use,"Old Bridge, NJ","27,999"
7354, WDDGF4HB7EA960563,Mercedes-Benz,['C-Class'],C 250 Sport Sedan RWD,2014,"170,000", 22,31, Automatic, RWD,Gas,Black,Unknown,0,3, Fleet use,"Everett, WA","9,519"
7355, 1C4BJWFG7HL646109,Jeep,['Wrangler'],Unlimited Rubicon,2017,"41,501", 16,21, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Portland, OR","38,900"
7356, 1GC1KVEG4JF209306,Chevrolet,"['Silverado', '2500HD']",LT Crew Cab Standard Box 4WD,2018,"129,707",n/a,n/a, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Spokane Valley, WA","34,995"
7357, 1FTFW1EF6HKD44301,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"103,965", 17,23, Automatic, 4WD,Gas,Blue,Unknown,0,3, Fleet use,"Lebanon, MO","27,993"
7358, 1FTEW1EP8KKD26958,Ford,['F-150'],XL SuperCrew 5.5' Box 4WD,2019,"28,830", 18,23, Automatic, 4WD,Gas,Gray,Gray,0,1, Fleet use,"Texas City, TX","36,789"
7359, 1GYFZCR44LF042867,Cadillac,['XT4'],Premium Luxury FWD,2020,"27,837",n/a,n/a,n/a,n/a,n/a,Gray,Black,0,1, Personal use,"West Palm Beach, FL","31,995"
7360, 3N1AB7AP1KY352521,Nissan,['Sentra'],SV CVT,2019,"64,096", 29,37, Automatic, FWD,Gas,Black,Black,0,3, Fleet use,"Pharr, TX","14,591"
7361, 1FTEW1EP3KFC27070,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"32,678", 18,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Granbury, TX","41,131"
7362, 1G1FB1RS6H0198960,Chevrolet,['Camaro'],LT with 1LT Coupe,2017,"71,006", 22,31, Automatic, RWD,Gas,White,Black,0,2, Personal use,"San Diego, CA","21,771"
7363, 2GNAXTEV2L6260117,Chevrolet,['Equinox'],LT with 2FL AWD,2020,"20,657", 25,30, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Lincoln, NE","25,498"
7364, 1G1ZD5ST8LF101944,Chevrolet,['Malibu'],LT,2020,"41,073", 29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Marietta, GA","21,677"
7365, 55SWF8DB7KU301564,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2019,"21,522", 23,34, Automatic, RWD,Gas,Silver,Beige,0,1, Personal use,"Delray Beach, FL","32,462"
7366, 19XFB2F51FE082565,Honda,['Civic'],LX Sedan CVT,2015,"76,248", 30,39, Automatic, FWD,Gas,Silver,Gray,0,2, Personal use,"Columbia, SC","15,990"
7367, 1GCPYFED6LZ171101,Chevrolet,"['Silverado', '1500']",LT Trail Boss Crew Cab Short Bed 4WD,2020,"18,084", 16,21, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Athens, GA","46,444"
7368, 3GCUYDED9KG136235,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Box 4WD,2019,"108,250", 19,22, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Live Oak, FL","32,995"
7369, SALGS2SE2LA599567,Land,"['Rover', 'Range', 'Rover']",HSE P525 V8 Supercharged SWB,2020,"27,055", 16,21, Automatic, 4WD,Supercharged,Gray,Unknown,0,2, Personal use,"Rockwall, TX","100,680"
7370, JTHBE1BL6FA000352,Lexus,['GS'],GS 350 RWD,2015,"101,111", 19,29, Automatic, RWD,Gas,White,Black,0,2, Personal use,"Hayward, CA","22,500"
7371, 1C6JJTBG4LL120469,Jeep,['Gladiator'],Rubicon,2020,"54,122", 16,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Lillington, NC","45,932"
7372, 3C6TRVDGXKE550475,Ram,"['ProMaster', 'Cargo', 'Van']","2500 High Roof 159""",2019,"65,196",n/a,n/a, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Bourbonnais, IL","35,980"
7373, 2GNAXTEX1J6265601,Chevrolet,['Equinox'],LT with 2LT AWD,2018,"76,558", 22,28, Automatic, AWD,Gas,Red,Gray,0,1, Personal use,"Twin Falls, ID","20,932"
7374, JTMY1RFV0KD506155,Toyota,['RAV4'],Limited FWD,2019,"41,009", 26,35, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Lafayette, LA","33,395"
7375, 55SWF4KBXJU243038,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,2018,"39,593", 23,32, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Sunnyvale, CA","27,995"
7376, 5FNYF48889B021048,Honda,['Pilot'],Touring with Navigation 4WD,2009,"182,556", 16,22, Automatic, 4WD,Gas,White,Blue,0,2, Personal use,"Sterling, VA","7,995"
7377, JM3KFACMXL0789524,Mazda,['CX-5'],Touring FWD,2020,"15,110", 25,31, Automatic, FWD,Gas,Blue,Beige,0,1, Personal use,"Winter Haven, FL","27,765"
7378, JN1BJ1CV6LW542033,Nissan,"['Rogue', 'Sport']",S FWD,2020,"40,800", 25,32, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Garland, TX","19,995"
7379, WBA3C1C54EK114545,BMW,"['3', 'Series']",328i Sedan (SULEV),2014,"53,069", 23,35, Automatic, RWD,Gas,Blue,Beige,0,2, Personal use,"Vallejo, CA","19,777"
7380, 1N4AL3AP8HC245203,Nissan,['Altima'],2.5 SL,2017,"126,378", 27,39, Automatic, FWD,Gas,Black,Black,0,3, Personal use,"San Diego, CA","12,681"
7381, 5UXWX9C57E0D32351,BMW,['X3'],xDrive28i AWD,2014,"140,895", 21,28, Automatic, AWD,Gas,Brown,Brown,0,2, Personal use,"Sacramento, CA","10,880"
7382, 1FM5K7F86HGC27360,Ford,['Explorer'],Limited FWD,2017,"82,729", 19,27, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Houston, TX","24,496"
7383, 1C4PJMDN0LD533360,Jeep,['Cherokee'],Limited 4WD,2020,"37,066", 19,27, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Fort Worth, TX","25,590"
7384, 1N4BL4CV9LN310210,Nissan,['Altima'],2.5 SR FWD,2020,"66,784", 27,37, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Salisbury, NC","24,897"
7385, WBXYJ5C31JEF76371,BMW,['X2'],xDrive28i,2018,"29,377",n/a,n/a,n/a,n/a,n/a,Silver,Black,0,1, Personal use,"Roseville, CA","28,777"
7386, 1HGCV1F14JA246034,Honda,['Accord'],LX 1.5T CVT,2018,"33,613", 30,38, Automatic, FWD,Gas,Black,Black,0,1, Fleet use,"Midland, TX","25,994"
7387, 5NPEB4AC7DH698969,Hyundai,['Sonata'],GLS 2.4L (PZEV),2013,"120,294", 24,35, Automatic, FWD,Gas,Silver,Gray,0,5, Personal use,"Tucson, AZ","9,990"
7388, 1FTEW1EGXLFA94597,Ford,['F-150'],Limited SuperCrew 5.5' Box 4WD,2020,"14,786",n/a,n/a,n/a,n/a,n/a,White,Beige,0,1, Personal use,"Littleton, CO","62,793"
7389, 1FTEW1C45LFA96282,Ford,['F-150'],XLT SuperCrew 5.5' Box 2WD,2020,"74,949", 19,25, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Ocala, FL","31,504"
7390, YV4SZ592961216347,Volvo,['XC70'],2.5L Turbo,2006,"139,973", 19,26, Automatic, AWD,Gas,White,Black,0,3, Personal use,"Spring City, PA","7,995"
7391, 1C4BJWEGXHL650897,Jeep,['Wrangler'],Unlimited Winter,2017,"47,466", 16,21, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Monroeville, PA","33,488"
7392, JTEZU5JR8K5192288,Toyota,['4Runner'],Limited Nightshade Edition RWD,2019,"77,687", 17,21, Automatic, RWD,Gas,White,Black,0,2, Personal use,"Cornelius, NC","37,482"
7393, 1FTEW1E51KFC24795,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"19,850", 18,23, Automatic, 4WD,Gas,Blue,Gray,0,1, Personal use,"Mooresville, IN","43,847"
7394, 1C6SRFDT9LN281395,Ram,['1500'],"Laramie Quad Cab 6'4"" Box 4WD",2020,"66,813", 19,24, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Nashville, TN","35,699"
7395, 1FTEW1E56KFC10956,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2019,"50,500", 18,23, Automatic, 4WD,Gas,Black,Beige,0,2, Personal use,"Nashville, TN","37,899"
7396, 3C6TR5HT1JG375222,Ram,['2500'],Tradesman Crew Cab 8' Box 4WD,2018,"89,854",n/a,n/a, Automatic, 4WD,Gas,White,Gray,0,0, Personal use,"Charlotte, NC","29,495"
7397, 5J6RW1H51KA003282,Honda,['CR-V'],EX FWD,2019,"45,231", 28,34, Automatic, FWD,Gas,Silver,Gray,2,1, Personal use,"Fort Lauderdale, FL","23,700"
7398, 1FMCU0GD5JUB51819,Ford,['Escape'],SE FWD,2018,"45,884", 23,30, Automatic, FWD,Gas,Black,Black,0,2, Fleet use,"Tampa, FL","18,489"
7399, 1GYKPCRS7LZ102786,Cadillac,['XT6'],Premium Luxury FWD,2020,"20,152",n/a,n/a,n/a,n/a,n/a,White,Gray,0,1, Personal use,"Miami, FL","48,995"
7400, 2GNAXPEX7K6283478,Chevrolet,['Equinox'],Premier with 2LZ FWD,2019,"57,769", 22,29, Automatic, FWD,Gas,White,Black,1,1, Personal use,"Orlando, FL","23,995"
7401, 19XFC2F6XKE049189,Honda,['Civic'],LX Sedan CVT,2019,"48,397", 30,38, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Laurel, MD","21,739"
7402, WA1BNAFY8J2004391,Audi,['Q5'],Premium Plus,2018,"75,535", 23,27, Automatic, AWD,Gas,Blue,Beige,0,2, Personal use,"Maitland, FL","27,999"
7403, 3GYFNBE34FS638046,Cadillac,['SRX'],Luxury Collection FWD,2015,"77,403", 17,24, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Houston, TX","19,604"
7404, 1N6AD0ER3KN747854,Nissan,['Frontier'],SV Crew Cab 2WD Automatic,2019,"48,850", 16,22, Automatic, RWD,Gas,Red,Gray,0,2, Fleet use,"Denison, TX","27,893"
7405, W1N0G8DB7MV264632,Mercedes-Benz,['GLC'],GLC 300 SUV RWD,2021,"15,457",n/a,n/a,n/a,n/a,n/a,White,Gray,0,1, Personal use,"Lubbock, TX","46,894"
7406, 1VWCN7A36EC047021,Volkswagen,['Passat'],TDI SEL Premium Sedan DSG,2014,"97,665", 30,40, Automatic, FWD,Diesel,Gray,Black,0,2, Fleet use,"Plano, TX","13,880"
7407, 1HGCV1F38KA045773,Honda,['Accord'],Sport 1.5T CVT,2019,"51,789", 29,35, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Miami, FL","26,995"
7408, JTJBT20X240025168,Lexus,['GX'],GX 470,2004,"144,761", 15,19, Automatic, 4WD,Gas,Blue,Unknown,0,3, Personal use,"Billings, MT","11,987"
7409, 1FM5K7D82JGA03169,Ford,['Explorer'],XLT FWD,2018,"60,377", 17,24, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"San Antonio, TX","27,989"
7410, 3FA6P0D95LR131305,Ford,['Fusion'],Titanium AWD,2020,"62,285", 20,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Lubbock, TX","26,170"
7411, 2HGFB2F85CH310482,Honda,['Civic'],EX Sedan Automatic,2012,"118,176", 28,39, Automatic, FWD,Gas,White,Gray,1,2, Personal use,"Atlanta, GA","10,895"
7412, 55SWF4KB8GU141908,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,2016,"23,698", 24,31, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Fort Worth, TX","25,000"
7413, 3FA6P0D95LR131305,Ford,['Fusion'],Titanium AWD,2020,"62,285", 20,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Lubbock, TX","26,170"
7414, 55SWF4KB8GU141908,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,2016,"23,698", 24,31, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Fort Worth, TX","25,000"
7415, 2GNAXTEV4K6250154,Chevrolet,['Equinox'],LT with 2FL AWD,2019,"38,787", 24,30, Automatic, AWD,Gas,Black,Black,2,1, Fleet use,"Memphis, TN","24,300"
7416, WAUW2AFC2DN075980,Audi,['S7'],Prestige,2013,"93,051", 17,27, Automatic, AWD,Gas,Silver,Black,0,3, Personal use,"Kernersville, NC","28,495"
7417, JTDBE32K520109955,Toyota,['Camry'],LE I4 Automatic,2002,"180,050", 23,32, Automatic, FWD,Gas,Silver,Gray,1,2, Personal use,"Cary, NC","4,600"
7418, 5N1AT2MV5KC747264,Nissan,['Rogue'],SL AWD,2019,"33,207",n/a,n/a,n/a,n/a,n/a,White,Beige,0,1, Personal use,"Saint James, NY","23,914"
7419, 1FTEW1EP1LFC59369,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2020,"21,537", 18,23, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Hudson, WI","42,995"
7420, 1FTMF1CM8DKE78522,Ford,['F-150'],XL Regular Cab 6.5' Box 2WD,2013,"181,994", 17,23, Automatic, RWD,Gas,White,Unknown,0,3, Fleet use,"Decatur, IN","7,995"
7421, 5NPDH4AE3GH766555,Hyundai,['Elantra'],SE Sedan Automatic,2016,"16,943", 28,38, Automatic, FWD,Gas,Red,Gray,0,2, Personal use,"Fort Worth, TX","16,990"
7422, 1GNALBEK1EZ123933,Chevrolet,['Equinox'],LT with 1LT FWD,2014,"171,456", 22,32, Automatic, FWD,Gas,White,Black,1,2, Personal use,"Addison, IL","7,945"
7423, JN8AS5MVXBW684495,Nissan,['Rogue'],SV AWD,2011,"101,491", 22,26, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Sterling, VA","9,499"
7424, 1C6RR7HT0HS624490,Ram,['1500'],"Sport Quad Cab 6'4"" Box 4WD",2017,"62,007", 16,23, Automatic, 4WD,Gas,White,Black,1,1, Personal use,"Burlington, WA","33,995"
7425, KNMAT2MV5KP521478,Nissan,['Rogue'],SV AWD,2019,"37,458", 25,32, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Norfolk, VA","23,999"
7426, 5XYPG4A5XLG682783,Kia,['Sorento'],LX V6 FWD,2020,"48,401",n/a,n/a,n/a,n/a,n/a,White,Black,0,1, Personal use,"Mesa, AZ","24,500"
7427, 3N1AB7AP7KY416609,Nissan,['Sentra'],SV CVT,2019,"57,658", 29,37, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Salinas, CA","19,462"
7428, WVGBV7AX2GW539205,Volkswagen,['Tiguan'],SE 4MOTION Auto,2016,"39,781", 20,26, Automatic, AWD,Gas,Black,Black,2,2, Personal use,"Greensboro, NC","18,900"
7429, 1FTER4FH2KLA18887,Ford,['Ranger'],XLT SuperCrew 5' Box 4WD,2019,"52,294", 20,24, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Suffolk, VA","31,451"
7430, 1C6RR6GT4GS198877,Ram,['1500'],"SLT Quad Cab 6'4"" Box 2WD",2016,"110,305", 17,25, Automatic, RWD,Gas,Silver,Beige,1,3, Personal use,"San Antonio, TX","19,980"
7431, 1C6RR6LM8GS243057,Ram,['1500'],"Lone Star Crew Cab 5'7"" Box 2WD",2016,"164,448", 17,25, Automatic, RWD,Diesel,Brown,Brown,0,1, Personal use,"Corpus Christi, TX","20,049"
7432, KNDPMCACXK7498795,Kia,['Sportage'],LX AWD,2019,"43,979", 21,25, Automatic, AWD,Gas,Red,Gray,0,1, Personal use,"Laurel, MD","20,239"
7433, W1N4M4GB0MW150254,Mercedes-Benz,['GLB'],GLB 250,2021,"5,969",n/a,n/a,n/a,n/a,n/a,Black,Beige,0,0, Personal use,"Houston, TX","38,683"
7434, 1C4PJLCB6EW126863,Jeep,['Cherokee'],Latitude FWD,2014,"94,767", 22,31, Automatic, FWD,Gas,Red,Black,0,3, Fleet use,"Stafford, VA","11,443"
7435, 2T2HZMAA5LC157651,Lexus,['RX'],RX 350 FWD,2020,"21,358",n/a,n/a,n/a,n/a,n/a,Black,Beige,0,2, Personal use,"Grapevine, TX","47,002"
7436, 3GCUKTEC3JG309975,Chevrolet,"['Silverado', '1500']",High Country Crew Cab Short Box 4WD,2018,"111,104", 15,20, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Memphis, TN","38,449"
7437, W1NYC7HJ1MX411820,Mercedes-Benz,['G-Class'],AMG G 63 4MATIC,2021,"3,865",n/a,n/a,n/a,n/a,n/a,Black,Gray,0,1, Personal use,"Newport Beach, CA","237,894"
7438, 4T1G11AK2LU882900,Toyota,['Camry'],SE FWD Automatic,2020,"48,313", 28,39, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Homestead, FL","23,329"
7439, 2C4RDGEG9KR520720,Dodge,"['Grand', 'Caravan']",GT,2019,"123,550", 17,25, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Olathe, KS","19,999"
7440, 2T2ZZMCA8KC121095,Lexus,['RX'],RX 350 FWD,2019,"51,298", 20,28, Automatic, FWD,Gas,Black,Beige,0,1, Personal use,"Tampa, FL","37,995"
7441, 2GNAXUEV8L6234174,Chevrolet,['Equinox'],LT with 1LT AWD,2020,"49,953", 25,30, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Salt Lake City, UT","23,513"
7442, 55SWF4JB1JU261753,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,2018,"42,347", 24,33, Automatic, RWD,Gas,Black,Beige,1,2, Personal use,"Carrollton, TX","27,988"
